Year,State,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1971,Florida,Beer,143345000,6450525,5493340,11742,6,4624502,3949,6,N/A,N/A,N/A
1971,Florida,All beverages,N/A,16524665,5493340,30081,2,4624502,5733,3,N/A,N/A,N/A
1971,Georgia,Spirits,8185000,3683250,3423114,10760,5,2770797,3293,5,N/A,N/A,N/A
1971,Georgia,Wine,2636000,421760,3423114,1232,9,2770797,1522,9,N/A,N/A,N/A
1971,Georgia,Beer,64879000,2919555,3423114,8529,9,2770797,0537,9,N/A,N/A,N/A
1971,Georgia,All beverages,N/A,7024565,3423114,20521,8,2770797,5352,8,N/A,N/A,N/A
1971,Hawaii,Spirits,1200000,540000,582518,9270,7,470301,1482,7,N/A,N/A,N/A
1971,Hawaii,Wine,1332000,213120,582518,3659,4,470301,4532,3,N/A,N/A,N/A
1971,Hawaii,Beer,14725000,662625,582518,11375,7,470301,4089,6,N/A,N/A,N/A
1971,Hawaii,All beverages,N/A,1415745,582518,24304,6,470301,0103,6,N/A,N/A,N/A
1971,Idaho,Spirits,910000,409500,535331,7649,8,427904,9570,8,N/A,N/A,N/A
1971,Idaho,Wine,863000,138080,535331,2579,5,427904,3227,5,N/A,N/A,N/A
1971,Idaho,Beer,14883000,669735,535331,12511,4,427904,5652,4,N/A,N/A,N/A
1971,Idaho,All beverages,N/A,1217315,535331,22739,7,427904,8448,6,N/A,N/A,N/A
1971,Illinois,Spirits,25466000,11459700,8294983,13815,3,6838832,6757,3,N/A,N/A,N/A
1971,Illinois,Wine,16297000,2607520,8294983,3143,5,6838832,3813,5,N/A,N/A,N/A
1971,Illinois,Beer,224559000,10105155,8294983,12182,5,6838832,4776,5,N/A,N/A,N/A
1971,Illinois,All beverages,N/A,24172375,8294983,29141,3,6838832,5346,3,N/A,N/A,N/A
1971,Indiana,Spirits,5825000,2621250,3845030,6817,0,3126082,8385,0,N/A,N/A,N/A
1971,Indiana,Wine,3210000,513600,3845030,1336,9,3126082,1643,9,N/A,N/A,N/A
1971,Indiana,Beer,85908000,3865860,3845030,10054,8,3126082,2366,8,N/A,N/A,N/A
1971,Indiana,All beverages,N/A,7000710,3845030,18207,9,3126082,2395,9,N/A,N/A,N/A
1971,Iowa,Spirits,3335000,1500750,2114128,7099,9,1728873,8681,9,N/A,N/A,N/A
1971,Iowa,Wine,957000,153120,2114128,724,0,1728873,886,0,N/A,N/A,N/A
1971,Iowa,Beer,51902000,2335590,2114128,11048,7,1728873,3509,7,N/A,N/A,N/A
1971,Iowa,All beverages,N/A,3989460,2114128,18870,8,1728873,3075,9,N/A,N/A,N/A
1971,Kansas,Spirits,2598000,1169100,1692630,6907,0,1383160,8452,0,N/A,N/A,N/A
1971,Kansas,Wine,1080000,172800,1692630,1021,9,1383160,1249,0,N/A,N/A,N/A
1971,Kansas,Beer,33646000,1514070,1692630,8945,9,1383160,0946,9,N/A,N/A,N/A
1971,Kansas,All beverages,N/A,2855970,1692630,16873,0,1383160,0648,0,N/A,N/A,N/A
1971,Kentucky,Spirits,4664000,2098800,2438236,8608,8,1978745,0607,8,N/A,N/A,N/A
1971,Kentucky,Wine,1516000,242560,2438236,995,0,1978745,1226,0,N/A,N/A,N/A
1971,Kentucky,Beer,52139000,2346255,2438236,9623,8,1978745,1857,8,N/A,N/A,N/A
1971,Kentucky,All beverages,N/A,4687615,2438236,19225,8,1978745,3690,8,N/A,N/A,N/A
1971,Louisiana,Spirits,5702000,2565900,2643998,9705,6,2102001,2207,6,N/A,N/A,N/A
1971,Louisiana,Wine,5436000,869760,2643998,3290,4,2102001,4138,4,N/A,N/A,N/A
1971,Louisiana,Beer,68724000,3092580,2643998,11697,6,2102001,4713,5,N/A,N/A,N/A
1971,Louisiana,All beverages,N/A,6528240,2643998,24691,6,2102001,1057,6,N/A,N/A,N/A
1971,Maine,Spirits,1650000,742500,749278,9910,6,614613,2081,6,N/A,N/A,N/A
1971,Maine,Wine,1867000,298720,749278,3987,3,614613,4860,3,N/A,N/A,N/A
1971,Maine,Beer,21206000,954270,749278,12736,3,614613,5526,4,N/A,N/A,N/A
1971,Maine,All beverages,N/A,1995490,749278,26632,5,614613,2467,5,N/A,N/A,N/A
1971,Maryland,Spirits,9377000,4219650,2940868,14348,2,2409210,7515,2,N/A,N/A,N/A
1971,Maryland,Wine,5213000,834080,2940868,2836,5,2409210,3462,5,N/A,N/A,N/A
1971,Maryland,Beer,83812000,3771540,2940868,12825,3,2409210,5655,3,N/A,N/A,N/A
1971,Maryland,All beverages,N/A,8825270,2940868,30009,3,2409210,6631,2,N/A,N/A,N/A
1971,Massachusetts,Spirits,13089000,5890050,4302486,13690,3,3559538,6547,3,N/A,N/A,N/A
1971,Massachusetts,Wine,10051000,1608160,4302486,3738,3,3559538,4518,4,N/A,N/A,N/A
1971,Massachusetts,Beer,110110000,4954950,4302486,11516,6,3559538,3920,6,N/A,N/A,N/A
1971,Massachusetts,All beverages,N/A,12453160,4302486,28944,3,3559538,4985,3,N/A,N/A,N/A
1971,Michigan,Spirits,15374000,6918300,6498960,10645,5,5238275,3207,5,N/A,N/A,N/A
1971,Michigan,Wine,11246000,1799360,6498960,2769,5,5238275,3435,5,N/A,N/A,N/A
1971,Michigan,Beer,195328000,8789760,6498960,13525,2,5238275,6780,2,N/A,N/A,N/A
1971,Michigan,All beverages,N/A,17507420,6498960,26939,5,5238275,3422,4,N/A,N/A,N/A
1971,Minnesota,Spirits,8054000,3624300,2800251,12943,4,2265237,6000,4,N/A,N/A,N/A
1971,Minnesota,Wine,3564000,570240,2800251,2036,6,2265237,2517,6,N/A,N/A,N/A
1971,Minnesota,Beer,71779000,3230055,2800251,11535,6,2265237,4259,6,N/A,N/A,N/A
1971,Minnesota,All beverages,N/A,7424595,2800251,26514,5,2265237,2776,5,N/A,N/A,N/A
1971,Mississippi,Spirits,2679000,1205550,1618613,7448,9,1282579,9399,9,N/A,N/A,N/A
1971,Mississippi,Wine,1022000,163520,1618613,1010,0,1282579,1275,9,N/A,N/A,N/A
1971,Mississippi,Beer,32566000,1465470,1618613,9054,9,1282579,1426,8,N/A,N/A,N/A
1971,Mississippi,All beverages,N/A,2834540,1618613,17512,9,1282579,2100,9,N/A,N/A,N/A
1971,Missouri,Spirits,7436000,3346200,3544936,9439,7,2924758,1441,7,N/A,N/A,N/A
1971,Missouri,Wine,4124000,659840,3544936,1861,7,2924758,2256,7,N/A,N/A,N/A
1971,Missouri,Beer,89253000,4016385,3544936,11330,7,2924758,3732,7,N/A,N/A,N/A
1971,Missouri,All beverages,N/A,8022425,3544936,22631,7,2924758,7429,7,N/A,N/A,N/A
1971,Montana,Spirits,1211000,544950,519812,10484,6,418430,3024,5,N/A,N/A,N/A
1971,Montana,Wine,477000,76320,519812,1468,8,418430,1824,8,N/A,N/A,N/A
1971,Montana,Beer,17946000,807570,519812,15536,1,418430,9300,1,N/A,N/A,N/A
1971,Montana,All beverages,N/A,1428840,519812,27488,4,418430,4148,4,N/A,N/A,N/A
1971,Nebraska,Spirits,2546000,1145700,1118161,10246,6,913405,2543,6,N/A,N/A,N/A
1971,Nebraska,Wine,1126000,180160,1118161,1611,8,913405,1972,8,N/A,N/A,N/A
1971,Nebraska,Beer,33508000,1507860,1118161,13485,2,913405,6508,2,N/A,N/A,N/A
1971,Nebraska,All beverages,N/A,2833720,1118161,25343,6,913405,1024,6,N/A,N/A,N/A
1971,Nevada,Spirits,2690000,1210500,380827,31786,1,317556,8119,1,N/A,N/A,N/A
1971,Nevada,Wine,1683000,269280,380827,7071,1,317556,8480,1,N/A,N/A,N/A
1971,Nevada,Beer,14492000,652140,380827,17124,1,317556,0536,1,N/A,N/A,N/A
1971,Nevada,All beverages,N/A,2131920,380827,55981,1,317556,7135,1,N/A,N/A,N/A
1971,New Hampshire,Spirits,3828000,1722600,559435,30792,1,461866,7297,1,N/A,N/A,N/A
1971,New Hampshire,Wine,1385000,221600,559435,3961,3,461866,4798,3,N/A,N/A,N/A
1971,New Hampshire,Beer,22200000,999000,559435,17857,1,461866,1630,1,N/A,N/A,N/A
1971,New Hampshire,All beverages,N/A,2943200,559435,52610,1,461866,3724,1,N/A,N/A,N/A
1971,New Jersey,Spirits,16440000,7398000,5440722,13597,3,4545133,6277,3,N/A,N/A,N/A
1971,New Jersey,Wine,14333000,2293280,5440722,4215,2,4545133,5046,2,N/A,N/A,N/A
1971,New Jersey,Beer,139962000,6298290,5440722,11576,6,4545133,3857,6,N/A,N/A,N/A
1971,New Jersey,All beverages,N/A,15989570,5440722,29389,3,4545133,5180,3,N/A,N/A,N/A
1971,New Mexico,Spirits,1528000,687600,737485,9324,7,580886,1837,7,N/A,N/A,N/A
1971,New Mexico,Wine,1761000,281760,737485,3821,3,580886,4851,3,N/A,N/A,N/A
1971,New Mexico,Beer,20613000,927585,737485,12578,4,580886,5968,3,N/A,N/A,N/A
1971,New Mexico,All beverages,N/A,1896945,737485,25722,5,580886,2656,5,N/A,N/A,N/A
1971,New York,Spirits,43333000,19499850,13872367,14057,2,11629941,6767,2,N/A,N/A,N/A
1971,New York,Wine,38515000,6162400,13872367,4442,2,11629941,5299,2,N/A,N/A,N/A
1971,New York,Beer,357646000,16094070,13872367,11602,6,11629941,3838,7,N/A,N/A,N/A
1971,New York,All beverages,N/A,41756320,13872367,30100,2,11629941,5904,3,N/A,N/A,N/A
1971,North Carolina,Spirits,7710000,3469500,3851550,9008,7,3103016,1181,7,N/A,N/A,N/A
1971,North Carolina,Wine,4673000,747680,3851550,1941,6,3103016,2410,6,N/A,N/A,N/A
1971,North Carolina,Beer,66203000,2979135,3851550,7735,0,3103016,9601,0,N/A,N/A,N/A
1971,North Carolina,All beverages,N/A,7196315,3851550,18684,9,3103016,3191,8,N/A,N/A,N/A
1971,North Dakota,Spirits,1073000,482850,458709,10526,5,365542,3209,5,N/A,N/A,N/A
1971,North Dakota,Wine,354000,56640,458709,1235,9,365542,1549,9,N/A,N/A,N/A
1971,North Dakota,Beer,12831000,577395,458709,12587,4,365542,5796,3,N/A,N/A,N/A
1971,North Dakota,All beverages,N/A,1116885,458709,24348,6,365542,0554,6,N/A,N/A,N/A
1971,Ohio,Spirits,14150000,6367500,7903561,8056,8,6448795,9874,8,N/A,N/A,N/A
1971,Ohio,Wine,10567000,1690720,7903561,2139,6,6448795,2622,6,N/A,N/A,N/A
1971,Ohio,Beer,209719000,9437355,7903561,11941,5,6448795,4634,6,N/A,N/A,N/A
1971,Ohio,All beverages,N/A,17495575,7903561,22136,7,6448795,7130,7,N/A,N/A,N/A
1971,Oklahoma,Spirits,3520000,1584000,1978410,8006,8,1628378,9727,8,N/A,N/A,N/A
1971,Oklahoma,Wine,2111000,337760,1978410,1707,7,1628378,2074,7,N/A,N/A,N/A
1971,Oklahoma,Beer,35000000,1575000,1978410,7961,0,1628378,9672,0,N/A,N/A,N/A
1971,Oklahoma,All beverages,N/A,3496760,1978410,17675,9,1628378,1474,9,N/A,N/A,N/A
1971,Oregon,Spirits,3276000,1474200,1621675,9091,7,1330941,1076,7,N/A,N/A,N/A
1971,Oregon,Wine,4553000,728480,1621675,4492,2,1330941,5473,1,N/A,N/A,N/A
1971,Oregon,Beer,43433000,1954485,1621675,12052,5,1330941,4685,5,N/A,N/A,N/A
1971,Oregon,All beverages,N/A,4157165,1621675,25635,6,1330941,1235,6,N/A,N/A,N/A
1971,Pennsylvania,Spirits,16558000,7451100,8997540,8281,8,7462206,9985,8,N/A,N/A,N/A
1971,Pennsylvania,Wine,12131000,1940960,8997540,2157,6,7462206,2601,6,N/A,N/A,N/A
1971,Pennsylvania,Beer,253364000,11401380,8997540,12672,4,7462206,5279,4,N/A,N/A,N/A
1971,Pennsylvania,All beverages,N/A,20793440,8997540,23110,6,7462206,7865,7,N/A,N/A,N/A
1971,Rhode Island,Spirits,1904000,856800,731584,11712,4,605244,4156,4,N/A,N/A,N/A
1971,Rhode Island,Wine,2057000,329120,731584,4499,1,605244,5438,2,N/A,N/A,N/A
1971,Rhode Island,Beer,20690000,931050,731584,12726,3,605244,5383,4,N/A,N/A,N/A
1971,Rhode Island,All beverages,N/A,2116970,731584,28937,4,605244,4977,4,N/A,N/A,N/A
1971,South Carolina,Spirits,4727000,2127150,1933334,11002,4,1527030,3930,4,N/A,N/A,N/A
1971,South Carolina,Wine,2296000,367360,1933334,1900,7,1527030,2406,7,N/A,N/A,N/A
1971,South Carolina,Beer,36498000,1642410,1933334,8495,9,1527030,0756,9,N/A,N/A,N/A
1971,South Carolina,All beverages,N/A,4136920,1933334,21398,8,1527030,7091,8,N/A,N/A,N/A
1971,South Dakota,Spirits,1065000,479250,493861,9704,6,394462,2149,6,N/A,N/A,N/A
1971,South Dakota,Wine,486000,77760,493861,1575,8,394462,1971,8,N/A,N/A,N/A
1971,South Dakota,Beer,10685000,480825,493861,9736,8,394462,2189,8,N/A,N/A,N/A
1971,South Dakota,All beverages,N/A,1037835,493861,21015,8,394462,6310,8,N/A,N/A,N/A
1971,Tennessee,Spirits,3966000,1784700,2994737,5959,0,2453005,7276,0,N/A,N/A,N/A
1971,Tennessee,Wine,1932000,309120,2994737,1032,9,2453005,1260,9,N/A,N/A,N/A
1971,Tennessee,Beer,62180000,2798100,2994737,9343,8,2453005,1407,9,N/A,N/A,N/A
1971,Tennessee,All beverages,N/A,4891920,2994737,16335,0,2453005,9943,0,N/A,N/A,N/A
1971,Texas,Spirits,13643000,6139350,8393263,7315,9,6791207,9040,9,N/A,N/A,N/A
1971,Texas,Wine,10162000,1625920,8393263,1937,7,6791207,2394,7,N/A,N/A,N/A
1971,Texas,Beer,253171000,11392695,8393263,13574,2,6791207,6776,2,N/A,N/A,N/A
1971,Texas,All beverages,N/A,19157965,8393263,22825,7,6791207,8210,7,N/A,N/A,N/A
1971,Utah,Spirits,984000,442800,766903,5774,0,594783,7445,0,N/A,N/A,N/A
1971,Utah,Wine,709000,113440,766903,1479,8,594783,1907,8,N/A,N/A,N/A
1971,Utah,Beer,12961000,583245,766903,7605,0,594783,9806,0,N/A,N/A,N/A
1971,Utah,All beverages,N/A,1139485,766903,14858,0,594783,9158,0,N/A,N/A,N/A
1971,Vermont,Spirits,1328000,597600,331711,18016,1,269164,2202,1,N/A,N/A,N/A
1971,Vermont,Wine,986000,157760,331711,4756,1,269164,5861,1,N/A,N/A,N/A
1971,Vermont,Beer,11083000,498735,331711,15035,1,269164,8529,1,N/A,N/A,N/A
1971,Vermont,All beverages,N/A,1254095,331711,37807,1,269164,6592,1,N/A,N/A,N/A
1971,Virginia,Spirits,7915000,3561750,3519914,10119,6,2864136,2436,6,N/A,N/A,N/A
1971,Virginia,Wine,5054000,808640,3519914,2297,6,2864136,2823,6,N/A,N/A,N/A
1971,Virginia,Beer,81473000,3666285,3519914,10416,7,2864136,2801,7,N/A,N/A,N/A
1971,Virginia,All beverages,N/A,8036675,3519914,22832,7,2864136,8060,7,N/A,N/A,N/A
1971,Washington,Spirits,6058000,2726100,2567834,10616,5,2096931,3000,6,N/A,N/A,N/A
1971,Washington,Wine,6979000,1116640,2567834,4349,2,2096931,5325,2,N/A,N/A,N/A
1971,Washington,Beer,70009000,3150405,2567834,12269,4,2096931,5024,4,N/A,N/A,N/A
1971,Washington,All beverages,N/A,6993145,2567834,27234,4,2096931,3349,5,N/A,N/A,N/A
1971,West Virginia,Spirits,2204000,991800,1335677,7425,9,1095525,9053,9,N/A,N/A,N/A
1971,West Virginia,Wine,844000,135040,1335677,1011,0,1095525,1233,0,N/A,N/A,N/A
1971,West Virginia,Beer,26169000,1177605,1335677,8817,9,1095525,0749,9,N/A,N/A,N/A
1971,West Virginia,All beverages,N/A,2304445,1335677,17253,9,1095525,1035,9,N/A,N/A,N/A
1971,Wisconsin,Spirits,9145000,4115250,3255248,12642,4,2638416,5597,4,N/A,N/A,N/A
1971,Wisconsin,Wine,5063000,810080,3255248,2489,5,2638416,3070,5,N/A,N/A,N/A
1971,Wisconsin,Beer,126195000,5678775,3255248,17445,1,2638416,1523,1,N/A,N/A,N/A
1971,Wisconsin,All beverages,N/A,10604105,3255248,32575,2,2638416,0191,2,N/A,N/A,N/A
1971,Wyoming,Spirits,653000,293850,248688,11816,4,200571,4651,4,N/A,N/A,N/A
1971,Wyoming,Wine,286000,45760,248688,1840,7,200571,2281,7,N/A,N/A,N/A
1971,Wyoming,Beer,7316000,329220,248688,13238,3,200571,6414,3,N/A,N/A,N/A
1971,Wyoming,All beverages,N/A,668830,248688,26894,5,200571,3346,5,N/A,N/A,N/A
1971,Northeast Region,Spirits,105448000,47451600,37264256,12734,N/A,31042684,5286,N/A,N/A,N/A,N/A
1971,Northeast Region,Wine,86565000,13850400,37264256,3717,N/A,31042684,4462,N/A,N/A,N/A,N/A
1971,Northeast Region,Beer,986642000,44398890,37264256,11915,N/A,31042684,4303,N/A,N/A,N/A,N/A
1971,Northeast Region,All beverages,N/A,105700890,37264256,28365,N/A,31042684,4050,N/A,N/A,N/A,N/A
1971,Midwest Region,Spirits,96067000,43230150,42020458,10288,N/A,34265837,2616,N/A,N/A,N/A,N/A
1971,Midwest Region,Wine,58074000,9291840,42020458,2211,N/A,34265837,2712,N/A,N/A,N/A,N/A
1971,Midwest Region,Beer,1145313000,51539085,42020458,12265,N/A,34265837,5041,N/A,N/A,N/A,N/A
1971,Midwest Region,All beverages,N/A,104061075,42020458,24764,N/A,34265837,0369,N/A,N/A,N/A,N/A
1971,South Region,Spirits,106139000,47762550,47584904,10037,N/A,38724994,2334,N/A,N/A,N/A,N/A
1971,South Region,Wine,60723000,9715680,47584904,2042,N/A,38724994,2509,N/A,N/A,N/A,N/A
1971,South Region,Beer,1097322000,49379490,47584904,10377,N/A,38724994,2751,N/A,N/A,N/A,N/A
1971,South Region,All beverages,N/A,106857720,47584904,22456,N/A,38724994,7594,N/A,N/A,N/A,N/A
1971,West Region,Spirits,74463000,33508350,26477442,12655,N/A,21654226,5474,N/A,N/A,N/A,N/A
1971,West Region,Wine,90369000,14459040,26477442,5461,N/A,21654226,6677,N/A,N/A,N/A,N/A
1971,West Region,Beer,690307000,31063815,26477442,11732,N/A,21654226,4345,N/A,N/A,N/A,N/A
1971,West Region,All beverages,N/A,79031205,26477442,29849,N/A,21654226,6497,N/A,N/A,N/A,N/A
1971,United States,Spirits,382117000,171952650,153347060,11213,N/A,125687741,3681,N/A,N/A,N/A,N/A
1971,United States,Wine,295731000,47316960,153347060,3086,N/A,125687741,3765,N/A,N/A,N/A,N/A
1971,United States,Beer,3919584000,176381280,153347060,11502,N/A,125687741,4033,N/A,N/A,N/A,N/A
1971,United States,All beverages,N/A,395650890,153347060,25801,N/A,125687741,1479,N/A,N/A,N/A,N/A
1972,Alabama,Spirits,4707000,2024010,2611541,7750,8,2109740,9594,8,N/A,N/A,N/A
1972,Alabama,Wine,1587000,230115,2611541,881,0,2109740,1091,0,N/A,N/A,N/A
1972,Alabama,Beer,42719000,1922355,2611541,7361,0,2109740,9112,0,N/A,N/A,N/A
1972,Alabama,All beverages,N/A,4176480,2611541,15992,0,2109740,9796,0,N/A,N/A,N/A
1972,Alaska,Spirits,972000,417960,223908,18667,1,175638,3797,1,N/A,N/A,N/A
1972,Alaska,Wine,634000,91930,223908,4106,2,175638,5234,2,N/A,N/A,N/A
1972,Alaska,Beer,6038000,271710,223908,12135,5,175638,5470,4,N/A,N/A,N/A
1972,Alaska,All beverages,N/A,781600,223908,34907,1,175638,4501,1,N/A,N/A,N/A
1972,Arizona,Spirits,3603000,1549290,1472335,10523,5,1192052,2997,6,N/A,N/A,N/A
1972,Arizona,Wine,3398000,492710,1472335,3346,4,1192052,4133,4,N/A,N/A,N/A
1972,Arizona,Beer,47949000,2157705,1472335,14655,2,1192052,8101,2,N/A,N/A,N/A
1972,Arizona,All beverages,N/A,4199705,1472335,28524,3,1192052,5231,3,N/A,N/A,N/A
1972,Arkansas,Spirits,1999000,859570,1513030,5681,0,1244592,6906,0,N/A,N/A,N/A
1972,Arkansas,Wine,1372000,198940,1513030,1315,9,1244592,1598,9,N/A,N/A,N/A
1972,Arkansas,Beer,25614000,1152630,1513030,7618,0,1244592,9261,0,N/A,N/A,N/A
1972,Arkansas,All beverages,N/A,2211140,1513030,14614,0,1244592,7766,0,N/A,N/A,N/A
1972,California,Spirits,47930000,20609900,15550186,13254,3,12815357,6082,3,N/A,N/A,N/A
1972,California,Wine,70363000,10202635,15550186,6561,1,12815357,7961,1,N/A,N/A,N/A
1972,California,Beer,401928000,18086760,15550186,11631,6,12815357,4113,6,N/A,N/A,N/A
1972,California,All beverages,N/A,48899295,15550186,31446,2,12815357,8157,2,N/A,N/A,N/A
1972,Colorado,Spirits,5280000,2270400,1785786,12714,3,1441422,5751,3,N/A,N/A,N/A
1972,Colorado,Wine,4506000,653370,1785786,3659,3,1441422,4533,3,N/A,N/A,N/A
1972,Colorado,Beer,50444000,2269980,1785786,12711,3,1441422,5748,4,N/A,N/A,N/A
1972,Colorado,All beverages,N/A,5193750,1785786,29084,3,1441422,6032,3,N/A,N/A,N/A
1972,Connecticut,Spirits,7377000,3172110,2308372,13742,2,1914298,6571,2,N/A,N/A,N/A
1972,Connecticut,Wine,5495000,796775,2308372,3452,3,1914298,4162,3,N/A,N/A,N/A
1972,Connecticut,Beer,49282000,2217690,2308372,9607,8,1914298,1585,9,N/A,N/A,N/A
1972,Connecticut,All beverages,N/A,6186575,2308372,26801,5,1914298,2318,5,N/A,N/A,N/A
1972,Delaware,Spirits,1558000,669940,422431,15859,2,340770,9660,2,N/A,N/A,N/A
1972,Delaware,Wine,754000,109330,422431,2588,5,340770,3208,5,N/A,N/A,N/A
1972,Delaware,Beer,11338000,510210,422431,12078,5,340770,4972,5,N/A,N/A,N/A
1972,Delaware,All beverages,N/A,1289480,422431,30525,2,340770,7840,2,N/A,N/A,N/A
1972,District of Columbia,Spirits,5566000,2393380,581285,41174,1,487404,9105,1,N/A,N/A,N/A
1972,District of Columbia,Wine,3543000,513735,581285,8838,1,487404,0540,1,N/A,N/A,N/A
1972,District of Columbia,Beer,17165000,772425,581285,13288,3,487404,5848,3,N/A,N/A,N/A
1972,District of Columbia,All beverages,N/A,3679540,581285,63300,1,487404,5493,1,N/A,N/A,N/A
1972,Florida,Spirits,20229000,8698470,5815639,14957,2,4893370,7776,2,N/A,N/A,N/A
1972,Florida,Wine,12953000,1878185,5815639,3230,4,4893370,3838,4,N/A,N/A,N/A
1972,Florida,Beer,159410000,7173450,5815639,12335,5,4893370,4660,6,N/A,N/A,N/A
1972,Florida,All beverages,N/A,17750105,5815639,30521,2,4893370,6274,2,N/A,N/A,N/A
1972,Georgia,Spirits,9079000,3903970,3517422,11099,4,2844566,3724,4,N/A,N/A,N/A
1972,Georgia,Wine,3758000,544910,3517422,1549,8,2844566,1916,8,N/A,N/A,N/A
1972,Georgia,Beer,69731000,3137895,3517422,8921,9,2844566,1031,9,N/A,N/A,N/A
1972,Georgia,All beverages,N/A,7586775,3517422,21569,7,2844566,6671,7,N/A,N/A,N/A
1972,Hawaii,Spirits,1481000,636830,608512,10465,6,489729,3004,5,N/A,N/A,N/A
1972,Hawaii,Wine,1103000,159935,608512,2628,5,489729,3266,5,N/A,N/A,N/A
1972,Hawaii,Beer,15965000,718425,608512,11806,6,489729,4670,5,N/A,N/A,N/A
1972,Hawaii,All beverages,N/A,1515190,608512,24900,6,489729,0939,6,N/A,N/A,N/A
1972,Idaho,Spirits,969000,416670,557366,7476,8,445325,9357,9,N/A,N/A,N/A
1972,Idaho,Wine,1043000,151235,557366,2713,5,445325,3396,5,N/A,N/A,N/A
1972,Idaho,Beer,16465000,740925,557366,13293,3,445325,6638,3,N/A,N/A,N/A
1972,Idaho,All beverages,N/A,1308830,557366,23482,6,445325,9390,6,N/A,N/A,N/A
1972,Illinois,Spirits,25946000,11156780,8408937,13268,3,6923089,6115,3,N/A,N/A,N/A
1972,Illinois,Wine,17932000,2600140,8408937,3092,4,6923089,3756,4,N/A,N/A,N/A
1972,Illinois,Beer,224590000,10106550,8408937,12019,6,6923089,4598,6,N/A,N/A,N/A
1972,Illinois,All beverages,N/A,23863470,8408937,28379,4,6923089,4469,3,N/A,N/A,N/A
1972,Indiana,Spirits,6090000,2618700,3915276,6688,0,3179511,8236,0,N/A,N/A,N/A
1972,Indiana,Wine,3340000,484300,3915276,1237,9,3179511,1523,9,N/A,N/A,N/A
1972,Indiana,Beer,86690000,3901050,3915276,9964,8,3179511,2269,8,N/A,N/A,N/A
1972,Indiana,All beverages,N/A,7004050,3915276,17889,9,3179511,2029,9,N/A,N/A,N/A
1972,Iowa,Spirits,3426000,1473180,2139954,6884,9,1751841,8409,9,N/A,N/A,N/A
1972,Iowa,Wine,1177000,170665,2139954,798,0,1751841,974,0,N/A,N/A,N/A
1972,Iowa,Beer,53119000,2390355,2139954,11170,7,1751841,3645,7,N/A,N/A,N/A
1972,Iowa,All beverages,N/A,4034200,2139954,18852,8,1751841,3028,9,N/A,N/A,N/A
1972,Kansas,Spirits,2661000,1144230,1715066,6672,0,1400226,8172,0,N/A,N/A,N/A
1972,Kansas,Wine,1335000,193575,1715066,1129,9,1400226,1382,9,N/A,N/A,N/A
1972,Kansas,Beer,36662000,1649790,1715066,9619,8,1400226,1782,8,N/A,N/A,N/A
1972,Kansas,All beverages,N/A,2987595,1715066,17420,9,1400226,1337,9,N/A,N/A,N/A
1972,Kentucky,Spirits,4699000,2020570,2478842,8151,8,2015493,0025,8,N/A,N/A,N/A
1972,Kentucky,Wine,1672000,242440,2478842,978,0,2015493,1203,0,N/A,N/A,N/A
1972,Kentucky,Beer,54099000,2434455,2478842,9821,8,2015493,2079,8,N/A,N/A,N/A
1972,Kentucky,All beverages,N/A,4697465,2478842,18950,8,2015493,3307,8,N/A,N/A,N/A
1972,Louisiana,Spirits,5998000,2579140,2704829,9535,7,2154326,1972,6,N/A,N/A,N/A
1972,Louisiana,Wine,5690000,825050,2704829,3050,4,2154326,3830,4,N/A,N/A,N/A
1972,Louisiana,Beer,72811000,3276495,2704829,12114,5,2154326,5209,5,N/A,N/A,N/A
1972,Louisiana,All beverages,N/A,6680685,2704829,24699,6,2154326,1011,6,N/A,N/A,N/A
1972,Maine,Spirits,1755000,754650,769430,9808,6,630605,1967,6,N/A,N/A,N/A
1972,Maine,Wine,1253000,181685,769430,2361,6,630605,2881,6,N/A,N/A,N/A
1972,Maine,Beer,22347000,1005615,769430,13070,3,630605,5947,3,N/A,N/A,N/A
1972,Maine,All beverages,N/A,1941950,769430,25239,6,630605,0795,6,N/A,N/A,N/A
1972,Maryland,Spirits,9829000,4226470,3010494,14039,2,2458657,7190,2,N/A,N/A,N/A
1972,Maryland,Wine,6128000,888560,3010494,2952,4,2458657,3614,4,N/A,N/A,N/A
1972,Maryland,Beer,83732000,3767940,3010494,12516,4,2458657,5325,4,N/A,N/A,N/A
1972,Maryland,All beverages,N/A,8882970,3010494,29507,2,2458657,6129,2,N/A,N/A,N/A
1972,Massachusetts,Spirits,13610000,5852300,4360121,13422,2,3601477,6250,2,N/A,N/A,N/A
1972,Massachusetts,Wine,10882000,1577890,4360121,3619,3,3601477,4381,3,N/A,N/A,N/A
1972,Massachusetts,Beer,113369000,5101605,4360121,11701,6,3601477,4165,6,N/A,N/A,N/A
1972,Massachusetts,All beverages,N/A,12531795,4360121,28742,3,3601477,4796,3,N/A,N/A,N/A
1972,Michigan,Spirits,16219000,6974170,6605696,10558,5,5316067,3119,5,N/A,N/A,N/A
